Data Nascimento,Sexo,Raça,Estrangeiro,Nacionalidade,Naturalidade,UF Naturalidade,Período,Situação atual,Data ocorrência,Estrutura,Período ingresso,Tipo ingresso,IMI,Coeficiente,Tipo de demanda,rga_anonimo
2000-01-14,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,ARAGARCAS,GO,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),56.7,5.49,L6 - Estudante preto pardo ou indígena de escola pública,af05b362ddb9224c4589b23cbf119b60ce7e26300b6a3a2ec1bd2a4de86b098c
1997-04-26,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,SAO JOSE DO JACUIPE,BA,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2023-11-10,20191,20171,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),35.8,4.42,Ampla Concorrência,208844f5f871e3b92a344f0a6f7782b209872e5667ea13efbede45cc26cb7a97
1999-09-04,Masculino,Negra,Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2023-12-01,20191,20171,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),50.1,5.93,Ampla Concorrência,157770a9bd112bd511d5fed47b295121e2be2e9d082f84c7ee9d706baf28160e
1994-06-05,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,SAO JOSÉ DO XINGU,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2023-11-10,20191,20131,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),59.7,7.03,L4 - Estudante preto pardo ou indígena de escola pública,71260f57df37913cf04b8a5f882737c071c9313b201158471e507f556ef7acb2
2004-05-24,Feminino,Branca,Não,BRASILEIRO,GOIANIA,GO,20232,AFASTAMENTO POR TRANCAMENTO DE MATRICULA,2023-11-30,20191,20221,INGRESSO POR PROCESSO SELETIVO ESPECÍFICO,50.8,4.78,Ampla Concorrência,d517234d3868dee3fc27d4ff1dee463e9d68b45d51ad228d1d102c2a717ddabc
2001-12-09,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,CUIABA,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20201,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),79.5,6.6,"L2 - Renda igual ou inferior 1,5 salário mínimo e estudante preto pardo ou indígena de esc. pública",82de88a9b8b585a4b15693305e06cdeffe96f42ed1bb0d04a254929aae2a88d8
2002-06-07,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20221,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),40.6,4.1,L6 - Estudante preto pardo ou indígena de escola pública,06798767ef945057f1fe2ce7c8d300cd13489513bae7db508c6337ba502bcc61
1999-05-01,Masculino,Branca,Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),7.6,2.08,L5 - Estudante de escola pública,19eb01a83c541e925f1c3f3d2d6ab74bc197f53d7e09b1889723c2c4aeabcb77
2005-03-12,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20231,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),68.6,4.99,"L2 - Renda igual ou inferior 1,5 salário mínimo e estudante preto pardo ou indígena de esc. pública",7894ee0cc4b122fc6160b44d986f7513fdc6d17ff2f219842ab3ae442f86648a
2004-11-10,Feminino,Não Informado,Não,BRASILEIRO,CONFRESA,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20231,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),15.2,2.55,Ampla Concorrência,41b26c65e85eb112f4cf57669f8d314c1c686eed26780e34847e9a0f841ac594
1970-08-29,Feminino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,BRASILIA,DF,20232,AFASTAMENTO POR TRANCAMENTO DE MATRICULA,2023-11-30,20191,20211,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),40.0,3.42,"L2 - Renda igual ou inferior 1,5 salário mínimo e estudante preto pardo ou indígena de esc. pública",12fb7ec28ac77ae7a50860a5555f7b92ef2cf12bcf537ddcab8e5cefa86135a7
2005-11-08,Feminino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,PIRANHAS,GO,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20231,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),61.0,5.75,"L2 - Renda igual ou inferior 1,5 salário mínimo e estudante preto pardo ou indígena de esc. pública",f837e10fbea21572db241ae4162b6de885e5e6b7858b8899185d8b7f3fc84437
2001-08-12,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,PIMENTA BUENO,RO,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20201,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),84.9,6.97,Ampla Concorrência,2c05732ae24510a0f84c0e3fc36ffbfbf0c818cd4c45531b67ece5b54baed0a1
2003-02-06,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,CANARANA,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20211,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),67.0,5.46,Ampla Concorrência,c169413cb27fd886e0bc2c91aba66202518d36a3174f8a56cf070b4d7153fa3c
1998-08-31,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2023-11-17,20191,20161,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),50.3,5.47,L4 - Estudante preto pardo ou indígena de escola pública,785d86a56bc7fc89b3fe8c0d939637e6cb2bcc217dc0982b2e4f56d34883469c
2002-12-11,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20221,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),40.6,4.26,Ampla Concorrência,7ba5a7334de7b1126f461af723a07c780fc38280a1a36b78b9c51714e5b61b18
2004-04-02,Masculino,Branca,Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20231,INGRESSO POR PROCESSO SELETIVO ESPECÍFICO,7.6,1.43,L5 - Estudante de escola pública,2319a2bdd1ebd206ee2122486144722a3149b3183fd665693ad9b1e786e80746
2005-04-04,Masculino,Não Informado,Não,BRASILEIRO,SORRISO,MT,20232,MATRICULADO NO PERÍODO,2023-11-23,20191,20231,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),83.8,6.44,Ampla Concorrência,c044bf9eb392a53fe995917ba5d8e221f1702d0b9e53136e7d81bec019e4bf27
1999-09-23,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,SANTA TEREZINHA,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20191,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),6.1,1.73,L6 - Estudante preto pardo ou indígena de escola pública,ec9456e470382697e96c8a04a17a13f05ac27a28455f057b4611124b487bf1ee
2005-07-28,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,EUNAPOLIS,BA,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20231,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),83.8,6.02,Ampla Concorrência,1350e56c6971f3c358f6b7b545b3fdbebc9546f096592013784d68ba9766c2a4
2003-04-24,Feminino,Branca,Não,BRASILEIRO,SAO PAULO,SP,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20211,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),73.1,6.69,Ampla Concorrência,7fcd895727c75ab994f5336c4f4a856451c80277d7dfca45fd580fc7595ae393
2001-02-19,Feminino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,CUIABÁ,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20191,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),19.6,3.06,"L2 - Renda igual ou inferior 1,5 salário mínimo e estudante preto pardo ou indígena de esc. pública",76e6d7defd3e872d20072580ea4423d4026f3b076060dfddc205957d192b5f5d
1995-12-30,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,POXOREO,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20191,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),24.8,3.98,"L1 - Renda igual ou inferior 1,5 salário mínimo e estudante de escola pública",6f773c629aa8fba681c9974b1c4136b9ac8ff0db9f48b3fd4a9e80423afce321
2003-06-03,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,RIO DE JANEIRO,RJ,20232,MATRICULADO NO PERÍODO,2023-12-01,20191,20211,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),32.4,4.0,Ampla Concorrência,5ea9d41bdc635eb3f1f3a6361292d179fdb27ccc6919a34adc58f95a7b540c78
1994-04-18,Masculino,Não Informado,Não,BRASILEIRO,Nova Xavantina - MT,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),61.0,4.57,Ampla Concorrência,7152b5338262765caeccb375999ecc2422c5369bc0155edc0a33c24d59bb9c85
2005-06-06,Feminino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,CUIABA,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20231,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),83.8,6.23,"L1 - Renda igual ou inferior 1,5 salário mínimo e estudante de escola pública",980793c8cddca1c03f3c09f63e8ee72fb043d02bfafb1339bf00c171a92e0486
2001-08-30,Masculino,Negra,Não,BRASILEIRO,NOVA XAVANTINA,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20191,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),41.9,4.13,Ampla Concorrência,6ab7dd030ffe4492e336f66411650733254f6f44bfc6ea0663eed658cfa4ea1c
1989-07-05,Masculino,Branca,Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20211,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),0.0,0.0,Ampla Concorrência,51ddf04d1f290052f353d94187c66093302452383e607698682e4a7de78b34a4
2003-11-15,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,SAO JOSE DO RIO PRETO,SP,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20221,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),86.3,6.93,L6 - Estudante preto pardo ou indígena de escola pública,7b630d5ac3797cdead584ee5cd68e51ba723f3abd4555642338a5fb0fc77a7f5
1994-07-17,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,ARAGARCAS,GO,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20211,INGRESSO POR PROCESSO SELETIVO ESPECÍFICO,0.0,1.43,L5 - Estudante de escola pública,380bfc1ffda6babb57a8369eef0c1c9a18762a196102769e3456223aecb1bec3
1997-06-04,Feminino,Branca,Não,BRASILEIRO,JUINA,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20211,INGRESSO POR PROCESSO SELETIVO ESPECÍFICO,0.0,0.0,L5 - Estudante de escola pública,6f2156173cb1b1c8df283e924ced07d60738decbd677e8766ad80049bc8c610c
2001-10-31,Feminino,Branca,Não,BRASILEIRO,IPATINGA,MG,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20231,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),15.2,3.58,Ampla Concorrência,845af51d5738804b2e376e0b08a4edc18f796629831da1b7244dba58d3cc037e
1999-08-18,Masculino,Branca,Não,BRASILEIRO,MONTES CLAROS DE GOIAS,GO,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20171,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),20.8,3.13,Ampla Concorrência,48a9d2858ad1d505b1b2de038c4130b82cec73076163eb138f7ac78047cd8163
2004-03-18,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,VILHENA,RO,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20221,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),91.4,6.56,L6 - Estudante preto pardo ou indígena de escola pública,be40ab68f3ea25f8c8c3b600845d7a2356dd521deb769042a091148464a19708
2002-08-06,Masculino,Branca,Não,BRASILEIRO,PIRANHAS,GO,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20211,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),57.9,4.84,Ampla Concorrência,3cb35fafe4a613bc0b0127b0df67249c6a2b2a0cb360e81dc771552aa57b37fe
2001-09-20,Masculino,Branca,Não,BRASILEIRO,RONDONOPOLIS,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20201,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),4.6,2.63,Ampla Concorrência,83abd4272f62e871767a4119542b71ed263e8487d1ba866ff9c4ec138f1431fc
2005-02-24,Masculino,Branca,Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20231,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),0.0,1.32,Ampla Concorrência,f45110dafea9c6a3bfcf83666d991dd5180bd8a079706befcc64f85b31db234a
1991-04-24,Feminino,Negra,Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),0.0,0.07,"L2 - Renda igual ou inferior 1,5 salário mínimo e estudante preto pardo ou indígena de esc. pública",9ca9e04d574d13b81e8d8339be64e088f49e2104848c52047b508ccf4856637a
1998-11-30,Masculino,Branca,Não,BRASILEIRO,FERNANDOPOLIS,SP,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2023-11-10,20191,20171,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),55.2,5.71,Ampla Concorrência,c75a9218f2406680a3312e40e62322f02109302229a945c0dde7962e78a018df
2003-12-21,Masculino,Branca,Não,BRASILEIRO,PIRANHAS,GO,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20221,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),78.7,6.19,L5 - Estudante de escola pública,29483ea42f6000082fac06083db34fc69974454e1009ba03dad186a2102e3f4a
2004-03-23,Masculino,Branca,Não,BRASILEIRO,ARAGARCAS,GO,20232,AFASTAMENTO POR TRANCAMENTO DE MATRICULA,2023-12-18,20191,20221,INGRESSO POR PROCESSO SELETIVO ESPECÍFICO,61.0,5.59,L5 - Estudante de escola pública,4d02ee41bbdf02d8ab7a2a3b9327590d01b08d99e8243d7395865e9f819fcd28
2003-08-27,Masculino,Branca,Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20222,INGRESSO POR PROCESSO SELETIVO ESPECÍFICO,72.4,8.1,L5 - Estudante de escola pública,5b1ff2b3a9d5884665894fac1643b5f640e8c2d9553c8c2213ed888dfc15271e
1988-03-31,Masculino,Branca,Não,BRASILEIRO,ALTA FLORESTA,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20171,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),96.2,6.17,L5 - Estudante de escola pública,3998cd22e3020ead5e48cf72dddb8005f115948a049fe32c48b7c1c2fdb64af0
2004-11-18,Feminino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,CAMPO NOVO DO PARECIS,MT,20232,AFASTAMENTO POR TRANCAMENTO DE MATRICULA,2023-12-04,20191,20231,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),7.6,1.26,"L2 - Renda igual ou inferior 1,5 salário mínimo e estudante preto pardo ou indígena de esc. pública",dccffdbb0a82015e6eac97556f6f199328baa036e9f04bb16dc8f34e8ff63f40
1998-09-27,Feminino,Negra,Não,BRASILEIRO,ARAGARCAS,GO,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20211,INGRESSO POR PROCESSO SELETIVO ESPECÍFICO,3.0,1.76,L5 - Estudante de escola pública,336c24f9a86f0bc03f1c026ee735bad2b00751ad4f314d30dd4adc453e159cad
1976-04-14,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,FEIRA DE SANTANA,BA,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20191,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),3.8,2.54,Ampla Concorrência,965875ae624a5a2c88f62d64c0099e7b0fdad287303fc5caf043bfd2d8b1a586
1981-03-26,Masculino,Negra,Não,BRASILEIRO,SAO LUIS,MA,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20181,INGRESSO POR CURSO SUPERIOR,0.0,0.0,Admissão Graduado,434dc89defefd4b473870f82993024d7a6881e71e1fce1aaf00ad6128248d5c0
2003-03-23,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20211,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),71.6,6.24,Ampla Concorrência,3b24cc9fa4b8e9f7fe5107de96a5d99d02a30e5a45bb21b445896f01b06d6d70
1999-11-25,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,MATRICULADO NO PERÍODO,2024-01-11,20191,20181,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),62.3,6.56,L6 - Estudante preto pardo ou indígena de escola pública,4b731f78ef1af9cdbb6317748ea3f6478db6f78c03112bb3e97a6720edeb0949
1996-10-30,Masculino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20161,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),0.0,0.09,Ampla Concorrência,8aab54065e42985fee63b422223a06080a6df8325556f5cd1979b51a6591b2e1
2003-12-11,Feminino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,AFASTAMENTO POR TRANCAMENTO DE MATRICULA,2023-11-23,20191,20221,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),22.9,2.92,"L1 - Renda igual ou inferior 1,5 salário mínimo e estudante de escola pública",e80472431ac31a522bd4aef7ae9a1a16168fb88d4062e76e1535852e1532e1a1
2003-07-13,Feminino,"Pardo(a),Mulato(a)",Não,BRASILEIRO,FAZENDA NOVA,GO,20232,MATRICULADO NO PERÍODO,2023-11-16,20191,20231,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),45.7,4.14,L6 - Estudante preto pardo ou indígena de escola pública,21682cf495a9f7fc11fc14af2ee698ab2913ea555b84439bf40cffc3f957acfd
2001-11-07,Masculino,Negra,Não,BRASILEIRO,BARRA DO GARCAS,MT,20232,AFASTAMENTO POR BLOQUEIO DE MATRICULA,2024-01-09,20191,20191,INGRESSO POR PROCESSO SELETIVO ENEM (SISU),3.8,2.89,L6 - Estudante preto pardo ou indígena de escola pública,b42ed4528805cf890be7f59d20bc53d72ce90d27ed9083ca8ffcd32defa4927a
